Comment number,class,comment,processed_comment
19187.0,2.0,RT @iMDatDudeFish: &#128514;&#128514;&#128514;&#128514; RT @VivaLaKash: #ThotGoals .. RT @LessonswithKate: I wanna learn how to jigg really good so I can be in the circle.,rt imdatdudefish 128514128514128514128514 rt vivalakash thotgoals rt lessonswithkate wanna learn jigg really good circle
19188.0,1.0,RT @iMGorgeous_HOES: Karmas a bitch &#128514;&#128514;&#128514;?,rt imgorgeoushoes karma bitch 128514128514128514
19189.0,1.0,"RT @iMIKEDUNN: For all you bitches that think you're a ""bad bitch"", please tell that to Rhonda Rousey.",rt imikedunn bitch think youre bad bitch please tell rhonda rousey
19190.0,1.0,RT @iOnlyGoRaw: Took this bitch 3 months to put a scarf on smfh http://t.co/wsOzqw8yNT,rt ionlygoraw took bitch 3 month put scarf smfh httptcowsozqw8ynt
19191.0,1.0,"RT @iPreferAriPlz: Every time a Black woman says ""oh bitch"", I smile.",rt ipreferariplz every time black woman say oh bitch smile
19192.0,1.0,"RT @iPrinceChance: Niggas gossip like bitches.. but yet they be the ""realest niggas"" tho? I don't understand..",rt iprincechance nigga gossip like bitch yet realest nigga tho dont understand
19193.0,1.0,"RT @iROiB: When she comes through with the nudes, but they trash, but she got big titties http://t.co/1weYPG8rEr",rt iroib come nude trash got big titty httptco1weypg8rer
19194.0,1.0,RT @iRealFrankOcean: It goes from &#8220;babe&#8221; to &#8220;bitch&#8221; &#8220;I love you&#8221; to &#8220;I hate you&#8221; &#8220;I need you&#8221; to &#8220;fuck you&#8221; &#8220;you&#8217;re my everything&#8221; to &#8220;you&#8217;&#8230;,rt irealfrankocean go 8220babe8221 8220bitch8221 8220i love you8221 8220i hate you8221 8220i need you8221 8220fuck you8221 8220you8217re everything8221 8220you82178230
19195.0,1.0,RT @iRelatesGirl: when that one stupid bitch pops up on your timeline... http://t.co/ai00UolEez,rt irelatesgirl one stupid bitch pop timeline httptcoai00uoleez
19196.0,2.0,"RT @iRepFrisco: Should've lost in Carolina, in Houston &amp; tonight in St. Louis! #Lucky

#Seahawks are complete trash!!",rt irepfrisco shouldve lost carolina houston amp tonight st louis lucky seahawks complete trash
19197.0,1.0,RT @iSellGreenCards: 1st RT @MsSashaBelle: Show proof I sold pussy for $65. I'll wait.,rt isellgreencards 1st rt mssashabelle show proof sold pussy 65 ill wait
19198.0,1.0,RT @iSellGreenCards: You a faggot if you use Uber because real niggas drive drunk,rt isellgreencards faggot use uber real nigga drive drunk
19199.0,1.0,RT @iSell_Pussy4EBT: This bitch really happy she got 60k followers from getting kicked out of a moving car by her abusive bf and almost dyi&#8230;,rt isellpussy4ebt bitch really happy got 60k follower getting kicked moving car abusive bf almost dyi8230
19200.0,1.0,"RT @iSoldYoDadDrugs: I hate when people take a picture&#128247; and be like "" don't mind the background "" &#9995; nah bitch imma mind &#128563;",rt isoldyodaddrugs hate people take picture128247 like dont mind background 9995 bitch imma mind 128563
19201.0,1.0,RT @iSpeakComedy: Ever stay home from school and look at the clock and say yeah those bitches in math right now,rt ispeakcomedy ever stay home school look clock say yeah bitch math right
19202.0,2.0,RT @iStayRadAsShit: &#8220;@1BookieG: What I wish I can do every time I day playing flappy birds https://t.co/mWiE7FkBu0&#8221;&#128514;&#128514; foreall,rt istayradasshit 82201bookieg wish every time day playing flappy bird httpstcomwie7fkbu08221128514128514 foreall
19203.0,1.0,"RT @iStonerTweets: if she can roll, wife that bitch.",rt istonertweets roll wife bitch
19204.0,1.0,"RT @iTAT_uPAY: Every females worried about being played, &amp; every nigga worried she a hoe. So nothing but games will b played wit that minds&#8230;",rt itatupay every female worried played amp every nigga worried hoe nothing game b played wit minds8230
19205.0,1.0,RT @i_EaT_PIE: Dame the type of bitch that go to jail to meet men &#128514;&#128514;&#128514; http://t.co/ZWtTSb9cc1,rt ieatpie dame type bitch go jail meet men 128514128514128514 httptcozwttsb9cc1
19206.0,1.0,RT @i_GotHoProblems: These bitches don't love nobody &amp; the ho's is for everybody!,rt igothoproblems bitch dont love nobody amp ho everybody
19207.0,1.0,RT @i__pooteD: I wanna watch a nigger made before Christmas,rt ipooted wanna watch nigger made christmas
19208.0,1.0,RT @i__pooteD: There's pussy makeup?,rt ipooted there pussy makeup
19209.0,1.0,"RT @iadorewomen_: #IfWeDate 
Get rid of Your Ex's 
&#128694;&#128694;&#128694;&#128694;&#128694;&#128694;&#128694;

Get rid of Your hoes
&#128131;&#128131;&#128131;&#128131;&#128131;&#128131;&#128131;

We don't Need No interference
&#128525;&#128145;&#128107;&#128141;&#128536;&#128143;&#10084;&#65039;&#128175;",rt iadorewomen ifwedate get rid ex 128694128694128694128694128694128694128694 get rid hoe 128131128131128131128131128131128131128131 dont need interference 1285251281451281071281411285361281431008465039128175
19210.0,1.0,"RT @iadorewomen_: A couple &#128107; is ""A couple"" &#128076; Not ""A couple &amp; one"" &#128107;&#128694; Not ""A couple &amp; some"" &#128107;&#128582;&#128581;&#128129; Not ""A couple &amp; plenty"" &#128107; &#128131;&#128131;&#128131;&#128131;&#128131; No hoes No &#8230;",rt iadorewomen couple 128107 couple 128076 couple amp one 128107128694 couple amp 128107128582128581128129 couple amp plenty 128107 128131128131128131128131128131 hoe 8230
19211.0,1.0,"RT @iadorewomen_: ALL Relationships come w/ hatin ass hoes&#128589;, drama&#128074;, jealousy&#128530;, arguments&#128545;.. ALL THAT. Only REAL couples laugh at the shit &#8230;",rt iadorewomen relationship come w hatin as hoes128589 drama128074 jealousy128530 arguments128545 real couple laugh shit 8230
19212.0,1.0,RT @iaintshitbruh: white bitches win again smh &#8220;@trackinBlackKev: i fucking hate you @MichelleDBeadle&#8221;,rt iaintshitbruh white bitch win shaking head 8220trackinblackkev fucking hate michelledbeadle8221
19213.0,1.0,RT @iamKatJohnson: @1inkkofrosess bitch get it how you live &#128514;&#128175;,rt iamkatjohnson 1inkkofrosess bitch get live 128514128175
19214.0,1.0,RT @iamKatJohnson: RT @1inkkofrosess: It's bout that time were I feel like beening a hard working woman .....and a stripper hoe by night do&#8230;,rt iamkatjohnson rt 1inkkofrosess bout time feel like beening hard working woman stripper hoe night do8230
19215.0,1.0,"RT @iamMaliachigh: Every bitch with her ass out on Instagram bio be like 

deleted at 100k for booking email backpagepussy@gmail.com",rt iammaliachigh every bitch as instagram bio like deleted 100k booking email backpagepussygmailcom
19216.0,1.0,RT @iamSwagnificant: A real hoe will never let you turn her into a house wife.. She'll let you know what it is before you start catching fe&#8230;,rt iamswagnificant real hoe never let turn house wife shell let know start catching fe8230
19217.0,1.0,RT @iamTHATprettyMF: Yall bitches don't know how to be friends &#128514;&#128514; https://t.co/PiK5Sse3kA,rt iamthatprettymf yall bitch dont know friend 128514128514 httpstcopik5sse3ka
19218.0,1.0,RT @iamTHATprettyMF: them other bitches aint got nothing on me I can tell by how your still fucking with meeeee,rt iamthatprettymf bitch aint got nothing tell still fucking meeeee
19219.0,1.0,"RT @iam_KandiRaven ""Fuck ur WCW...let me see wat ur current bitch look like."" + Oowe...",rt iamkandiraven fuck wcwlet see wat current bitch look like oowe
19220.0,1.0,"RT @iam_KandiRaven: ""You gotta be able to keep a bitch on her feet or she'll be on her knees with the next nigga.""",rt iamkandiraven gotta able keep bitch foot shell knee next nigga
19221.0,1.0,RT @iamdjsituation: If I got time to hold my phone the whole time we having sex. Yo pussy Trash,rt iamdjsituation got time hold phone whole time sex hey pussy trash
19222.0,1.0,RT @iamhusk: When you having a girls night and you cooking for ya bitches Ctfu #GhettoGirls https://t.co/yIgKbRLdhB,rt iamhusk girl night cooking bitch ctfu ghettogirls httpstcoyigkbrldhb
19223.0,1.0,RT @iamhusk: lmfaoo RT @G_Coppo: LMFAO RT @Zoo757: Lmao RT @DisrespectfulTy: You niggers move sooo fast http://t.co/g8m1TEyzpt,rt iamhusk lmfaoo rt gcoppo lmfao rt zoo757 laughing as rt disrespectfulty nigger move sooo fast httptcog8m1teyzpt
19224.0,1.0,"RT @iamlaryn_: Ego so big I must admit , I got every reason to feel like I'm that bitch &#128522;",rt iamlaryn ego big must admit got every reason feel like im bitch 128522
19225.0,1.0,RT @iamlaryn_: When you hoes gone learn second place don't get a prize?,rt iamlaryn hoe gone learn second place dont get prize
19226.0,1.0,"RT @iamyaokhari: ""@Tyga: That ain't my hoe.""

This is the same man that wants to be ""Godly""....",rt iamyaokhari tyga aint hoe man want godly
19227.0,1.0,RT @iamyaokhari: 500 years of racism and they think nigger hurts my feelings lol. White people are funny.,rt iamyaokhari 500 year racism think nigger hurt feeling laugh loud white people funny
19228.0,2.0,RT @ian0012: dawn of the planet of the apes of the four calling birds of the three french hens of the two turtle doves of the partridge in &#8230;,rt ian0012 dawn planet ape four calling bird three french hen two turtle dove partridge 8230
19229.0,1.0,RT @ibethathigh_RNS: She called me Mexican is that all she have on me tho? IM A PROUD HISPANIC BITCH sure liked this dick tho hoe.,rt ibethathighrns called mexican tho im proud hispanic bitch sure liked dick tho hoe
19230.0,0.0,RT @iceyy505: I HATE hoe ass people.,rt iceyy505 hate hoe as people
19231.0,1.0,RT @icyunv_shakia: &#8220;@1017_Sqquad Iont got not type ... Bad bitches is the only thing that I like&#8221;,rt icyunvshakia 82201017sqquad iont got type bad bitch thing like8221
19232.0,1.0,RT @idontTRUSTem: I will neva sleep on a pussy,rt idonttrustem neva sleep pussy
19233.0,1.0,"RT @igbanamibani: &#8220;@DevJayAintShit: these hoes ain't loyal &#128557;

https://t.co/TSb0xljRNy&#8221;lol",rt igbanamibani 8220devjayaintshit hoe aint loyal 128557 httpstcotsb0xljrny8221lol
19234.0,1.0,RT @iiAK: I hate seeing a nice fee wit a weak nigga .. Be like girl yu retarded r sumn?! Uon know yu cud have me?!,rt iiak hate seeing nice fee wit weak nigga like girl yu retarded r sumn uon know yu cud
19235.0,1.0,RT @ijustbeSinginn: I just wanna leave this bitch for a weekend,rt ijustbesinginn wanna leave bitch weekend
19236.0,1.0,RT @ikesizzle: If you hatin you just need some pussy...,rt ikesizzle hatin need pussy
19237.0,1.0,RT @ikesizzle: RT @ericajenee_: &#8220;@_SheDAzzle: Ike finna have the bitter bitches upsaught&#8221; - and he don't care lmao | not at all,rt ikesizzle rt ericajenee 8220shedazzle ike finna bitter bitch upsaught8221 dont care laughing as
19238.0,1.0,RT @ikesizzle: Trey Songz album is about being a single hoe ass nigga lol,rt ikesizzle trey songz album single hoe as nigga laugh loud
19239.0,1.0,"RT @illWill_Trippy: ""@marcellusrexxx: &#8220;@Bitchimgoonin: &#8220;@yoooodem: this bitch real nasty &#128518; https://t.co/FXi7gkAuh2&#8221; &#128563;&#8221;&#128563;&#128563;"" ah need her &#128076;",rt illwilltrippy marcellusrexxx 8220bitchimgoonin 8220yoooodem bitch real nasty 128518 httpstcofxi7gkauh28221 1285638221128563128563 ah need 128076
19240.0,1.0,"RT @illest_qveen: im sick of bitches , bitching about other bitches &#128530;",rt illestqveen im sick bitch bitching bitch 128530
19241.0,1.0,"RT @illesttam: ""go talk to your hoes"" https://t.co/oXa8IqqFjR",rt illesttam go talk hoe httpstcooxa8iqqfjr
19242.0,1.0,RT @illi708: the easy way out RT @BiggieBOSSMane While you females calling them hoes asking if they want ketchup with they fries. http://t&#8230;,rt illi708 easy way rt biggiebossmane female calling hoe asking want ketchup fry httpt8230
19243.0,2.0,RT @illroots: The radio is trash.,rt illroots radio trash
19244.0,1.0,"RT @iluvdrugz: if a bitch dont act crazy over you , she dont really want you. &#128080;",rt iluvdrugz bitch dont act crazy dont really want 128080
19245.0,1.0,RT @ilywhitesiders: Jacob needs to stop being a little bitch and follow me on Instagram,rt ilywhitesiders jacob need stop little bitch follow instagram
19246.0,0.0,RT @imDOPE_GetHigh: @Whackko man some lame niggah when I find him I'm unfollowing TF out his ass!,rt imdopegethigh whackko man lame niggah find im unfollowing tf as
19247.0,1.0,RT @imFindDory: lol when bitches tryna chill with me like do u kno who i am? im the mother fuxin Dory hoe I TOUCHED THE BUTT,rt imfinddory laugh loud bitch tryna chill like kno im mother fuxin dory hoe touched butt
19248.0,1.0,RT @imGONZOE: Im hooked on money.. The pussy and weed is just a bonus!,rt imgonzoe im hooked money pussy weed bonus
19249.0,1.0,RT @imGuccinizz: Quit it with that you got hoes shit you ain't got a got damn thanggg witcha ugly ass !!!!!!!,rt imguccinizz quit got hoe shit aint got got damn thanggg witcha ugly as
19250.0,1.0,RT @im_jessicaaaaa: @joytooawesome @vintage_monroe_ eat my pussy&#128539;&#128570;&#128166;&#128166;,rt imjessicaaaaa joytooawesome vintagemonroe eat pussy128539128570128166128166
19251.0,1.0,RT @imlovinglucy: - you ain't a bad bitch if you got bad habits !!! .,rt imlovinglucy aint bad bitch got bad habit
19252.0,1.0,RT @imnussie: I kno u wanna roll w/ a bitch like me!,rt imnussie kno wanna roll w bitch like
19253.0,1.0,RT @imtiaralesha_: i never had a nigga taken from me &#128564;&#128514; . in order to take him from me he must not return &#128526;&#128520;&#128541; . keep that in mind bitch &#128129;,rt imtiaralesha never nigga taken 128564128514 order take must return 128526128520128541 keep mind bitch 128129
19254.0,2.0,RT @indykaila: Exclusive: Ars&#232;ne Wenger gave two yellow cards &amp; red card while refereeing a charity match in Rome. @Arsenal,rt indykaila exclusive ars232ne wenger gave two yellow card amp red card refereeing charity match rome arsenal
19255.0,1.0,RT @infidelpamelaLC: Mahammad was a bitch. Cause I said so. http://t.co/3w8Gyp4vuz,rt infidelpamelalc mahammad bitch cause said httptco3w8gyp4vuz
19256.0,1.0,RT @inkMEhoe: Craziest bitches got the best pussy.....,rt inkmehoe craziest bitch got best pussy
19257.0,1.0,RT @inkoverhoes: Ugly bitches like to argue a lot.,rt inkoverhoes ugly bitch like argue lot
19258.0,2.0,RT @inmysexdreams: I love black shoes cause I can match them with anything but I also need some colored shoes,rt inmysexdreams love black shoe cause match anything also need colored shoe
19259.0,2.0,"RT @intelwire: Significant number of US tweets were Americans flipping the bird to IS. UK, not so much.",rt intelwire significant number u tweet american flipping bird uk much
19260.0,1.0,"RT @intelwire: Twitter is suspending the shit out of IS, multiple iterations of new regional accounts opening today and suspended within ho&#8230;",rt intelwire twitter suspending shit multiple iteration new regional account opening today suspended within ho8230
19261.0,0.0,"RT @iowahawkblog: ""I love cripples! Look at all these fucking cripples! Goddamit I'm a people person!"" https://t.co/XCLA5xPmLX",rt iowahawkblog love cripple look fucking cripple goddamit im people person httpstcoxcla5xpmlx
19262.0,1.0,"RT @iowahawkblog: If you call a player a ""pussy"" when he's sidelined by concussion, and a ""low class"" when he trash talks, you might be a f&#8230;",rt iowahawkblog call player pussy he sidelined concussion low class trash talk might f8230
19263.0,2.0,"RT @iowahawkblog: Whatta co-inky-dink: IRS cancelled contract with email backup company right after Lerner's computer ""crash"" http://t.co/Z&#8230;",rt iowahawkblog whatta coinkydink irs cancelled contract email backup company right lerner computer crash httptcoz8230
19264.0,1.0,RT @ireland_roseee: @savanigga half of it will be about how you became ghetto in Compton.,rt irelandroseee savanigga half became ghetto compton
19265.0,1.0,RT @irielee12: @drrrruuuu @Victoria_Finae ayyy what fags,rt irielee12 drrrruuuu victoriafinae ayyy fag
19266.0,1.0,"RT @isaidthatshit: LMFAOOOOOOOOOOOOOOOO RT @2ChainzLyrics: Put that muthafuckin jelly on that bread, bitch spread it http://t.co/pzTSt16cew""",rt isaidthatshit lmfaoooooooooooooooo rt 2chainzlyrics put muthafuckin jelly bread bitch spread httptcopztst16cew
19267.0,1.0,"RT @isminiHoran: &#8220;i&#8217;m running like a bitch&#8221;
&#8212; Michael Clifford, role model and inspiration to many",rt isminihoran 8220i8217m running like bitch8221 8212 michael clifford role model inspiration many
19268.0,1.0,"RT @isneeze_Glitter: if you ate my pussy, don't ever try to disrespect me . Fck nigga i fed you &#9995;",rt isneezeglitter ate pussy dont ever try disrespect fck nigga fed 9995
19269.0,1.0,"RT @ispeak_sarcasms: I hate girls that be like "" I can't talk to you you got too many hoes.."" Bitch where ya competitive spirit at??",rt ispeaksarcasms hate girl like cant talk got many hoe bitch competitive spirit
19270.0,1.0,"RT @ispeak_sarcasms: Niggas expect you to pull this out when they ask ""where the hoes at"" http://t.co/kmNE99r3Re",rt ispeaksarcasms nigga expect pull ask hoe httptcokmne99r3re
19271.0,1.0,RT @ispeak_sarcasms: the nigga with no future always have the most hoes..,rt ispeaksarcasms nigga future always hoe
19272.0,2.0,RT @it_itt: @docrocktex26 doing nothing as an agenda. unbelievable that the Dems failed to use that against the teabaggers. @AfricanPrinces&#8230;,rt ititt docrocktex26 nothing agenda unbelievable dems failed use teabaggers africanprinces8230
19273.0,1.0,"RT @itsDC_2x: ""Just texted my phone, this bitch just blew my high!""",rt itsdc2x texted phone bitch blew high
19274.0,1.0,RT @itsDC_2x: Rihanna is currently dropping bombs on you bitches!,rt itsdc2x rihanna currently dropping bomb bitch
19275.0,1.0,"RT @itsDeSha__: give me head &amp; kiss yo bitch , you a ill nigga !",rt itsdesha give head amp kiss hey bitch ill nigga
19276.0,1.0,RT @itsDeSha__: hickeys hurt I don't see how people always have them hoes .,rt itsdesha hickey hurt dont see people always hoe
19277.0,1.0,RT @itsDeSha__: when you @ a bitch they never talking bout you all of a sudden &#128514;,rt itsdesha bitch never talking bout sudden 128514
19278.0,1.0,RT @itsDonLeach: You're still a pussy @BarackObama,rt itsdonleach youre still pussy barackobama
19279.0,1.0,"RT @itsDorry: Attractive girls are always the most insecure... &#128589;

While these Shrek looking bitches, walk around thinking their the shit &#128129;",rt itsdorry attractive girl always insecure 128589 shrek looking bitch walk around thinking shit 128129
19280.0,1.0,"RT @itsDorry: just seen this little yellow nigga who lives in a pineapple.....
thats some crazy shit.",rt itsdorry seen little yellow nigga life pineapple thats crazy shit
19281.0,1.0,RT @itsDorry: maybe all these fake bitches will pretend to be real for halloween,rt itsdorry maybe fake bitch pretend real halloween
19282.0,1.0,"RT @itsDorry: school doesnt even test your intelligence it tests ur memory...

....it tests my ability to keep calm and not slap a bitch",rt itsdorry school doesnt even test intelligence test memory test ability keep calm slap bitch
19283.0,1.0,RT @itsMeekMill: Unloyal girls turn good guys into assholes. And unloyal guys turn good women into bitches.,rt itsmeekmill unloyal girl turn good guy asshole unloyal guy turn good woman bitch
19284.0,1.0,"RT @itsSamCollins: I hate seeing people with money spend it on stupid shit, you don't need 11 TVs &amp; a shark tank you twat",rt itssamcollins hate seeing people money spend stupid shit dont need 11 tv amp shark tank twat
19285.0,1.0,"RT @itsTylerStarr: If we date&#128143;&#10084;&#65039;
Get rid of ya Ex's 
&#128694;&#128694;&#128694;&#128694;&#128694;&#128694;

I'll get rid of my hoes
&#128131;&#128131;&#128131;&#128131;&#128131;&#128131;&#128131;

We don't need NO interference 
&#128525;&#128145;&#128107;&#128141;&#128141;&#128149;&#128175;",rt itstylerstarr date1281431008465039 get rid ex 128694128694128694128694128694128694 ill get rid hoe 128131128131128131128131128131128131128131 dont need interference 128525128145128107128141128141128149128175
19286.0,1.0,RT @itsclaribelyo: Swag fags are now hibernating because great America and Christmas in the park are both closed. &#128514;,rt itsclaribelyo swag fag hibernating great america christmas park closed 128514
19287.0,1.0,RT @itscoleharmon_: 11:11. I wish you would stop being a hoe.,rt itscoleharmon 1111 wish would stop hoe
19288.0,1.0,RT @itscoleharmon_: Birth Control should be mandatory for some of you hoes,rt itscoleharmon birth control mandatory hoe
19289.0,1.0,"RT @itscoleharmon_: Guys at parties be screaming ""these hoes ain't loyal"" but they drunk &amp; cheating on they gf with a girl who look like Ra&#8230;",rt itscoleharmon guy party screaming hoe aint loyal drunk amp cheating gf girl look like ra8230
19290.0,1.0,"RT @itscoleharmon_: Top 3 Lies girls tell on twitter
1. My DMs don't work
2. Why is my twitter unfollowing people
3. I'm not a hoe",rt itscoleharmon top 3 lie girl tell twitter 1 dm dont work 2 twitter unfollowing people 3 im hoe
19291.0,1.0,"RT @itscoleharmon_: s/o to all those girls who are curled up in a ball in their bed waiting for that goodnight text. go to sleep bitch, he &#8230;",rt itscoleharmon girl curled ball bed waiting goodnight text go sleep bitch 8230
19292.0,1.0,RT @itscoleharmon_: you bitches with A cup boobs need to stop wasting money on bras and just buy some tank tops like the rest of the homies.,rt itscoleharmon bitch cup boob need stop wasting money bra buy tank top like rest homies
19293.0,1.0,RT @itsdavedude: cant just tell me anything bitch im one click away from google at all times,rt itsdavedude cant tell anything bitch im one click away google time
19294.0,1.0,RT @itsjustshay__: i swear i care bout everything but these bitches &#128080;,rt itsjustshay swear care bout everything bitch 128080
19295.0,1.0,RT @itskingdee: @1inkkofrosess fuck them hoes! I have bigger problems like do you cook at your house lol,rt itskingdee 1inkkofrosess fuck hoe bigger problem like cook house laugh loud
19296.0,1.0,RT @itskingdee: @1inkkofrosess fuck them hoes! I have bigger problems like do you ever cook at your house lmao,rt itskingdee 1inkkofrosess fuck hoe bigger problem like ever cook house laughing as
19297.0,1.0,RT @itslenyybitch: LOL what a fake bitch,rt itslenyybitch laugh loud fake bitch
19298.0,1.0,"RT @itsqwan_DUH: Vibing with my bitches ,on this &#9981;&#65039; feeling good &#128076;&#127811;&#128168; #SlowJams #NeverADullMoment #WithTheseBitches &#128540; @_LiYAHM0NE @imangie_&#8230;",rt itsqwanduh vibing bitch 998165039 feeling good 128076127811128168 slowjams neveradullmoment withthesebitches 128540 liyahm0ne imangie8230
19299.0,1.0,"RT @itssJayda: &#8220;@uce_INA: &#8220;@leaisalioness: &#128081; http://t.co/uYKb0T3Fba&#8221; hoes on gish road be lookin like.. Talkin bout ""5 dolla sucky sucky""&#128514;&#8230;",rt itssjayda 8220uceina 8220leaisalioness 128081 httptcouykb0t3fba8221 hoe gish road lookin like talkin bout 5 dolla sucky sucky1285148230
19300.0,2.0,"RT @itssylviaplath: I wanted change and excitement and to shoot off in all directions myself, like the colored arrows from a Fourth of July&#8230;",rt itssylviaplath wanted change excitement shoot direction like colored arrow fourth july8230
19301.0,2.0,"RT @iv9801: Charlie Sheen engaged to porn star http://t.co/THMYpFexic
Mens #Health Tips Sex Toy http://t.co/Hxmlrj1w6m The Adult Toys #KISS&#8230;",rt iv9801 charlie sheen engaged porn star httptcothmypfexic men health tip sex toy httptcohxmlrj1w6m adult toy kiss8230
19302.0,1.0,RT @ivanrabago_: @InfamousCoryOG @_WhitePonyJr_ @EakaErick there's only like one retarded fucking beaner that does and he's a stupid ass ex&#8230;,rt ivanrabago infamouscoryog whiteponyjr eakaerick there like one retarded fucking beaner he stupid as ex8230
19303.0,1.0,RT @ivanrabago_: @Woody_AFC fucking faggot,rt ivanrabago woodyafc fucking faggot
19304.0,0.0,RT @ivanrabago_: @staycoolwheels @Studhardt22 Joshua is a faggot. Just suspend him on those grounds,rt ivanrabago staycoolwheels studhardt22 joshua faggot suspend ground
19305.0,1.0,"RT @j0shlegend: Why is it always the bitches with no money, no job... no contribution to anything financial that have the highest standards&#8230;",rt j0shlegend always bitch money job contribution anything financial highest standards8230
19306.0,1.0,RT @jaaaayr: pretty bitch is always comin thru &#9786;,rt jaaaayr pretty bitch always comin thru 9786
19307.0,1.0,RT @jaaayLENo: Dese hoes aint loyal @ Wal-Mart #TeamIgnant #hoodcomedy #flytv #LOLATL &#128514;&#128514;&#128514;&#128514; bruh https://t.co/3nKvBpR9qr,rt jaaayleno dese hoe aint loyal walmart teamignant hoodcomedy flytv lolatl 128514128514128514128514 bruh httpstco3nkvbpr9qr
19308.0,1.0,RT @jaaay_guevara: Join me for 8's no fucks given join bitch @WeakndMLG @CoDGhostsScrims @ShawnAbner,rt jaaayguevara join 8 fuck given join bitch weakndmlg codghostsscrims shawnabner
19309.0,1.0,RT @jackiengvyen: All talk blahblah bye bitch,rt jackiengvyen talk blahblah bye bitch
19310.0,1.0,"RT @jacksondundan: Ever look at a bitch tweet and was like ""Bitch Stfu""? &#128514;&#128514;",rt jacksondundan ever look bitch tweet like bitch stfu 128514128514
19311.0,2.0,RT @jackwadeshow: Funny how Rick Scott accuses Charlie Crist of changing his positions on everything. Rick's positions are dictated by corp&#8230;,rt jackwadeshow funny rick scott accuses charlie crist changing position everything rick position dictated corp8230
19312.0,1.0,RT @jade_vidal: Everyday I turn more into a cold heartless bitch.,rt jadevidal everyday turn cold heartless bitch
19313.0,1.0,RT @jadefiree: trigger finger keep my pussy wet? no thanks,rt jadefiree trigger finger keep pussy wet thanks
19314.0,1.0,RT @jadenleAnn: @22EdHam hit that bitch with a bottle,rt jadenleann 22edham hit bitch bottle
19315.0,1.0,"RT @jaimescudi_: Niggaaaaaa, why these bitches trip so hard over a nigga? When will they realize they're gonna grow up &amp; regret the fool?",rt jaimescudi niggaaaaaa bitch trip hard nigga realize theyre going grow amp regret fool
19316.0,2.0,RT @jakeburnsmfc: @staycoolwheels @BloggerBoxing because hillbillies like sports to...,rt jakeburnsmfc staycoolwheels bloggerboxing hillbilly like sport
19317.0,1.0,RT @jakemoneyzz: Leavin no hope for these hoes,rt jakemoneyzz leavin hope hoe
19318.0,1.0,RT @jakesiwy: @Ryan_Murphy3 http://t.co/i1rnKjMKeU fag,rt jakesiwy ryanmurphy3 httptcoi1rnkjmkeu fag
19319.0,1.0,RT @jakesiwy: @bhasfurter pussy,rt jakesiwy bhasfurter pussy
19320.0,1.0,RT @jama_jam: I'm not saying I'm for this but .. Studs will fuck trannys but won't let they bitch strap them down you muhfuckas childish lol,rt jamajam im saying im stud fuck trannys wont let bitch strap muhfuckas childish laugh loud
19321.0,1.0,RT @jama_jam: You gotta be straight forward with hoes ... Tell them what you want from jump ...,rt jamajam gotta straight forward hoe tell want jump
19322.0,2.0,RT @jamiedupree: Vice President Biden &amp; his wife are in Florida today to stump for Democrat Charlie Crist in his bid for Governor,rt jamiedupree vice president biden amp wife florida today stump democrat charlie crist bid governor
19323.0,2.0,"RT @janbaloch45: Pakistani Christian Couple burnt alive in Kasur Punjab http://t.co/JRxpbsL05Y
@veritaz @marvisirmed 
@Goshno @AliyaNazki &#8230;",rt janbaloch45 pakistani christian couple burnt alive kasur punjab httptcojrxpbsl05y veritaz marvisirmed goshno aliyanazki 8230
19324.0,2.0,"RT @janesports: As NFL reportedly asks bird-flipping M.I.A. for another $15M, let's revisit @SarahSpain's column on ridiculousness: http://&#8230;",rt janesports nfl reportedly asks birdflipping mia another 15m let revisit sarahspains column ridiculousness http8230
19325.0,1.0,RT @jarieVee_: 24. Her. When we found her she was so sloppy and I tried to drag her to the car. She was fighting back and the bitch was hea&#8230;,rt jarievee 24 found sloppy tried drag car fighting back bitch hea8230
19326.0,1.0,"RT @jarieVee_: 28. Basically, you can't be bold and be a hoe at the same time.",rt jarievee 28 basically cant bold hoe time
19327.0,0.0,RT @jasminee_gamboa: hoes will be hoes .,rt jasmineegamboa hoe hoe
19328.0,1.0,RT @jaunthegoat: Lost my erection and found it in your girlfriends pussy,rt jaunthegoat lost erection found girlfriend pussy
19329.0,1.0,RT @jaxx_staxx: &#8220;@baranosky_: 1 day down 39 more days with out pot #lent&#8221;your a faggot,rt jaxxstaxx 8220baranosky 1 day 39 day pot lent8221your faggot
19330.0,1.0,RT @jay_gee24: Damn it wigga &#128514;&#128514;&#128514;&#128514;,rt jaygee24 damn wigga 128514128514128514128514
19331.0,2.0,RT @jay_ibarra95: Your tweets remind me of the times when we did the Oreo milkshake runs @ 1am in the morning !! &#128514;&#128557;&#128557;&#128557; @Vikyfdez15,rt jayibarra95 tweet remind time oreo milkshake run 1am morning 128514128557128557128557 vikyfdez15
19332.0,1.0,RT @jaylynnkoliba: @TonyJRodriguez imma get my crew on dis fuckin fag #3hunnad real talk nigga #turn up,rt jaylynnkoliba tonyjrodriguez imma get crew dis fuckin fag 3hunnad real talk nigga turn
19333.0,0.0,RT @jaymesshaylan: fuuck jalens a slow bitch!,rt jaymesshaylan fuuck jalens slow bitch
